word,creole_word,creole_name
"prepared, ready",pawé,St. Lucia
preparation,pwépawasyon,St. Lucia
"pregnant,opp","gwòs,gòs,mèg",St. Lucia
pregnant (in reference to animals),plenn,St. Lucia
pregnant,"ansent,gwo bouden",St. Lucia
preference,pwéféwans,St. Lucia
"preaching, sermon","pwèchman,pwédikasyon",St. Lucia
"preaching, sermon","pwédikasyon,pwèchman",St. Lucia
prayer,"lapwiyè,lapouyè,pwiyè",St. Lucia
"praline, a candy made with cashews or almonds",pwalin,St. Lucia
powder,poud,St. Lucia
pound (currency),pon,St. Lucia
pound,liv,St. Lucia
poultice,kataplanm,St. Lucia
potion,cham,St. Lucia
post office,lapòs,St. Lucia
"possible,opp","posib,enposib",St. Lucia
possibility,posibilité,St. Lucia
positively,pozitivman,St. Lucia
position,pozisyon,St. Lucia
portion,pòsyon,St. Lucia
"porter, a medicinal drink",pòtè,St. Lucia
"porridge made with white flour, milk and spices","malobi,pap",St. Lucia
porridge made with white flour,"pap,malobi",St. Lucia
porridge made with cassava flour,"loukou,matété",St. Lucia
porridge made of cassava flour and milk,"matété,loukou",St. Lucia
population,pòpilasyon,St. Lucia
Pope,lipap,St. Lucia
"poor,opp","pòv,mal,mal,maléwé,maléwé,maléwèz,alèz,byennéwé,éwé,ja fè'y,wich",St. Lucia
"poor, wretched,poor devil, poor thing, poor you",pòdjab,St. Lucia
"poor (in reference to females),poor woman","maléwèz,pòv",St. Lucia
"pool, manmade pond",ma,St. Lucia
pomegranate,gwinad,St. Lucia
political,politik,St. Lucia
police station,"kòdgad,stéchann",St. Lucia
police station,"stéchann,kòdgad",St. Lucia
pole used for knocking fruit down from trees,gòlèt,St. Lucia
poison,pwézon,St. Lucia
"point, detail, element,proof,point (in reference to games)",pwen,St. Lucia
point,pwent,St. Lucia
pocket,pòch,St. Lucia
pluralizer,sé,St. Lucia
plumage,plimaj,St. Lucia
plum,pwin,St. Lucia
"plow,to plow",chawi,St. Lucia
"plot, conspiracy",konplo,St. Lucia
plot of land,téwen,St. Lucia
pleasure,plézi,St. Lucia
please,souplé,St. Lucia
plateau,plato,St. Lucia
plate,pla,St. Lucia
planter,"plantè,fama",St. Lucia
"plantation, estate, countryside",bitasyon,St. Lucia
"plantation, estate",plantasyon,St. Lucia
plantain,bannann,St. Lucia
"plant, bush, tree","pyé,pyé bwa,pyé dibas,pyé dimas,pyé onflen,pyé wazyé,pyé wozo,pyé zèb,pyé zèl wavèt",St. Lucia
plant used in bush medicine,planten,St. Lucia
plane,galè,St. Lucia
"plan,to tell jokes or funny stories","plan,pousé plan,tiwé plan,tiwé plan,pousé plan",St. Lucia
"plaint, charge, grievance, legal case",plent,St. Lucia
plague,plég,St. Lucia
"place,to take place,to replace, to take the place of","plas,pwan plas,anplasé,fèt,pwan kou,pwan kou,anplasé",St. Lucia
"place of worship, shrine",chapèl,St. Lucia
pity,pityé,St. Lucia
"pitch, tar",goudon,St. Lucia
pitch pine,bwadnò,St. Lucia
pint measure,chopin,St. Lucia
pint,panyt,St. Lucia
"pincer, claw (of a crab)",mòdan,St. Lucia
pimple,vèblé,St. Lucia
pillow,"zòwyé,tèt zòwyé",St. Lucia
"pillar, post, pole","pilotwi,poto",St. Lucia
"pig,greedy","kochon,vowas,vowas,kochon tè",St. Lucia
pig call,tjo,St. Lucia
"piece, bit","mòso,tjò,ti mòso,pasab,pyanmpyanm,ti miyèt,ti miyèt,ti miyèt",St. Lucia
piece,"tjò,mòso,gwo tjò,gwo pèp,gwo pitja,gwozòm",St. Lucia
"picture, photograph, movie,to take pictures, to photograph","pòtwé,tiwé pòtwé",St. Lucia
pickpocket,pikèpòch,St. Lucia
pickaxe,pikwa,St. Lucia
pharmacy,fonmasi,St. Lucia
"person who is part Indian, part Negro","dogla,dògla,chivé dogla",St. Lucia
person of East Indian descent,Kouli,St. Lucia
person,"moun,gwan moun,ki moun,ki moun ki,kilès ki,sa ki,sa ki,sa ki moun,sa ki,sa ki",St. Lucia
persecution,"pèsikasyon,pèwsikasyon",St. Lucia
permission,"pèwmi,pèwmisyon",St. Lucia
permission,"pèwmisyon,lapèwmisyon,pèmisyon,pèwmi",St. Lucia
perfume,losyon,St. Lucia
perfect,pawfé,St. Lucia
pepper,"piman,piman bwilé,piman gwiv,piman manjak,piman sèt chòdyè",St. Lucia
"people, man, mankind","lézòm,kwityen,latè",St. Lucia
people,"pèp,gwo pèp,gwo pitja,gwo tjò,gwozòm",St. Lucia
"penknife, pocketknife",janbèt,St. Lucia
penis,"jak,kal,kòk,lolo,pati,pennsil",St. Lucia
penis,"kal,jak,kòk,lolo,pati,pennsil",St. Lucia
penis,"kòk,jak,kal,lolo,pati,pennsil",St. Lucia
penis,"lolo,jak,kal,kòk,pati,pennsil",St. Lucia
penis,"pati,jak,kal,kòk,lolo,pennsil",St. Lucia
penis,"pennsil,jak,kal,kòk,lolo,pati",St. Lucia
pencil,"kwéyon,kéwon",St. Lucia
pelican (Pelecanus occidentalis),pélékan,St. Lucia
"peg, pillar, post","poto,pilotwi",St. Lucia
peanut,pistach,St. Lucia
peacock,pan,St. Lucia
"peace,opp","lapé,ladjè",St. Lucia
"peace, truce, cessation of fighting",milyé,St. Lucia
pea,"pwa,pwa angòl,pwa chous,pwa dou,pwa gwaté,pwa kasé,pwa salad,pwa wouj,pwa zyé nwè",St. Lucia
payment,péyiman,St. Lucia
"pay, wages",lapèy,St. Lucia
"Patois, St. Lucian Creole","Patwa,Kwéyòl,Kwéyòl",St. Lucia
patience,"pasyans,ni pasyans,pwan pasyans,pwan pasyans,ni pasyans",St. Lucia
"path, footpath",ti chimen,St. Lucia
path,twas,St. Lucia
"patch, tuft, cluster (of some kind of plant)",touf,St. Lucia
"patch (on clothing),field, piece of land",pyès,St. Lucia
passenger,pasajé,St. Lucia
"passage, fare (for travel on bus, airline, etc.)",pasay,St. Lucia
passage,"pasaj,pasay",St. Lucia
"passable, so so","pasab,pyanmpyanm,ti miyèt,ti mòso,tibwen,tizing",St. Lucia
"party, celebration, feast","fèt,lafèt,fèsten,sélébwasyon,Fèt Lé Mò,Fèt Sent Jozèf",St. Lucia
"party (e.g., political)",patizan,St. Lucia
partner,pawèy,St. Lucia
particularly,patikiléman,St. Lucia
participation,patisipasyon,St. Lucia
"part, share","pa,pwan pa,patisipé",St. Lucia
parsley,pèsi,St. Lucia
"parish, region",pawès,St. Lucia
"pardon, forgiveness,excuse me","padon,pawdonnab,pawdonnasyon,pawdonnab,pawdonnasyon",St. Lucia
"pardon, forgiveness","pawdonnasyon,padon,padon,pawdonnab",St. Lucia
Paradise,Pawadi,St. Lucia
parable: a way of speaking used to hide the true meaning from outsiders,pawabòl,St. Lucia
paper,papyé,St. Lucia
"pants, trousers",tjilòt,St. Lucia
palm tree,wanmo,St. Lucia
"pale, light in color",pal,St. Lucia
pale due to sickness,blenm,St. Lucia
"palate, roof of mouth",palé,St. Lucia
palace,palé,St. Lucia
pair,pè,St. Lucia
paint,penti,St. Lucia
page,fèyèt,St. Lucia
padlock,kadna,St. Lucia
"pad made of cloth or leaves or polythene, used for carrying items on one's head",tòch,St. Lucia
"package, packet,deck of cards","patjé,mawé patjé,koupé ba,patjé laklé,bwanch laklé,kolyé laklé",St. Lucia
"owner, proprietor,Lord, master","mèt,chèf,jèwè,mèt lékòl",St. Lucia
overripe condition of dasheen,"nyak,kyanng,tounen,tounen",St. Lucia
overripe (in reference to dasheen),"kyanng,nyak,tounen,tounen",St. Lucia
"overly bold or forward, presumptuous","konpawézon,endiskwé",St. Lucia
oven,"fou,fou chèbon",St. Lucia
"outside (of),opp,opp","dèwò,dòwò,adan,adan,an,an,andidan,andidan,dèwò-a,andidan-an",St. Lucia
out of shape,òbzòki,St. Lucia
our Lord,nòtsenyè,St. Lucia
our daily bread,nòtwipen,St. Lucia
ounce,zons,St. Lucia
"ought to, supposed to, should","sipozé,dwé,dwé",St. Lucia
other (plural),lézòt,St. Lucia
orphan,òflen,St. Lucia
organization,ògannizasyon,St. Lucia
organ,lòg,St. Lucia
ordinary,òdinè,St. Lucia
order,"lòd,bay lòd",St. Lucia
"or,well, then","ében,enben,oben,ouben",St. Lucia
"opp,youth, adolesence,opp,youth, young person","jennès,vyéyès,vyéyès",St. Lucia
"opp,yes,opp,affirmative sentence tag","wi,awa,non,awa",St. Lucia
"opp,wise, smart,opp,civilized,opp","savan,kouyon,sòt,sovay,kouyon,sòt,sovay",St. Lucia
"opp,wild,opp,uncivilized,opp","sovay,sovaj,fawouch,mawon,dosil,dous,savan,dous,fawouch,mawon,savan",St. Lucia
"opp,to wrap,to roll, to coil,opp","voplé,vlopé,dévoplé,dévoplé",St. Lucia
"opp,to wet, to get wet,wet,opp","mouyé,sèk,sèk",St. Lucia
"opp,to tighten,opp,tight,opp","séwé,ladjé asou,slak,ladjé asou,slak",St. Lucia
"opp,to tie,opp,to put under a spell,tied,cloudy, overcast (in reference to weather)","mawé,démawé,démawé",St. Lucia
"opp,to sharpen,opp,sharp","filé,défilé,tjwé,tjwé",St. Lucia
"opp,to sell,opp,to lose a game deliberately","vann,achté,achté",St. Lucia
"opp,to satisfy,satisfied,opp","satisfè,kontanté,désatisfè,kontanté,désatisfè,kontanté,plè",St. Lucia
"opp,to run away, to escape,wild,opp","mawon,fawouch,sovay,dosil,dous,dous,fawouch,sovay",St. Lucia
"opp,to return, to go back,opp,back","viwé,déviwé,déviyé,viyé,witounen,alé,kité,witounen,viwé ankò",St. Lucia
"opp,to return, to give back,to return, to come back, to go back,opp","witounen,viwé,alé,alé,viwé",St. Lucia
"opp,to remove a burden, to unload (a person or animal),opp,to unload (a gun)","déchajé,débaté,chajé,chajé,débaté",St. Lucia
"opp,to receive, to get, to find,opp,it so happened, you find,to find oneself, to become","twapé,jwenn,twouvé,twouvé,pèd,pèd,jwenn,twouvé,twapé kò,twouvé kò,vini,twouvé kò",St. Lucia
"opp,to put,to put on (clothes),opp,to drop, to let off,to begin to,to set (clock)","mété,ladjé,pitjé,pwan,tiwé,tiwé,koumansé,pitjé,pwan,mété bay,mété pou,pwan pou,mété pou,mété bay,pwan pou",St. Lucia
"opp,to put a load on (an animal's back or a person's head),opp,to load (a gun)","chajé,déchajé,déchajé,baté,batjé",St. Lucia
"opp,to plug, to clog, to block,opp,to catch by surprise,clogged, plugged","bouché,bawé,débouché,débouché",St. Lucia
"opp,to pass by,to spend (time),to sift,to iron, to press,past, last,opp","pasé,pli pasé,pwochen,pli pasé,lòt,pwochen,pasé an lidé,pasé anlè,maché anlè,pasé ki",St. Lucia
"opp,to pack densely, to tamp, to cram,opp,to trample, to tread on,packed densely, crammed","foulé,danmé,défoulé,défoulé,danmé",St. Lucia
"opp,to overturn, to tumble,opp,to buck","maté,bay on so,dématé,déchaviwé,dématé,chaviwé",St. Lucia
"opp,to open,opp,to put out to dry, to hang out (in reference to clothes),opp,open","ouvè,ouvan,pann,fèmé,fèmé,antwé",St. Lucia
"opp,to mix, to tangle,opp,to confuse,to care, to be concerned,mixed, tangled","mélé,mélanjé,démélé,démélé",St. Lucia
"opp,to melt, to dissolve,broke (in reference to money), bankrupt,opp","fonn,wich,wich",St. Lucia
"opp,to lower, to bow,opp,to stoop, to bend over, to bow, to kneel,to abate, to lessen, to diminish","bésé,hosé,lévé,lévé",St. Lucia
"opp,to lose, to get lost,opp,lost","pèd,pèdi,bat,twapé,twouvé,jwenn,twapé,twouvé,pèd tèt",St. Lucia
"opp,to live,opp,interpersonal relationship, friendship","viv,mò,péwi,mò,péwi",St. Lucia
"opp,to like, to love,opp,happy, glad,opp","kontan,djé,enmen,an lapenn,hayi,sonm,twis,hayi,enmen,an lapenn,sonm,twis,djé",St. Lucia
"opp,to lie down, to go to bed,opp,to set (in reference to the sun),opp,to sleep,to have sex","kouché,fè vis,fwékanté,pwan,lévé,lévé,lévé,lévé,dòmi,fè vis,fwékanté,pwan",St. Lucia
"opp,to leak,to sink,opp,to water, to salivate","koulé,floté,floté",St. Lucia
"opp,to kill,to dull, to take point or edge off,opp","tjwé,défilé,filé,filé,défilé,tjwé kozé",St. Lucia
"opp,to join, to meet,to get,to find","jwenn,sanblé,twapé,twouvé,pèd,twapé,twouvé,wisivwè",St. Lucia
"opp,to hang,opp,to hang (a person, as execution or suicide)","pann,dépann,dépann,ouvè",St. Lucia
"opp,to go up,opp,to put together, to assemble,opp,to ride","mouté,démouté,désann,désann,démouté",St. Lucia
"opp,to get up, to rise, to wake up,opp,to grow (in reference to plants),to raise, to lift up,opp,to rise (in reference to sun),opp,to wake, to awaken,opp,opp","lévé,bésé,filé,kouché,kouché,kouché,bésé,kouché,lévé wévòt,byen lévé,mal lévé,lévé dèyè,pwi an pwi an kò,pwi dèyè,lévé kankan,aché chikann,aché kankan,aché twen,lévé né,mal lévé,byen lévé",St. Lucia
"opp,to finish,opp,just","fini,fin,koumansé,koumansé,fini anyen",St. Lucia
"opp,to find,opp,it came to pass, you find, it so happened","twouvé,touvé,jwenn,twapé,pèd,pèd,jwenn,twapé,twapé,twouvé kò,twapé kò,twapé kò,vini",St. Lucia
"opp,to enter,to cause to enter, to bring in,to welcome, to invite in,to bring in (the clothes after drying outside)","antwé,ouvè,sòti,wisivwè",St. Lucia
"opp,to disembark, to get off,opp,to unload","débatjé,batjé,batjé",St. Lucia
"opp,to discover, to uncover,to sight, to catch sight of,opp","dékouvè,koulé,kouvè,koulé",St. Lucia
"opp,to discourage,opp,discouraged","dékouwajé,dékonpòté,ankouwajé,ankouwajé,dékonpòté",St. Lucia
"opp,to die,opp,dead,opp,dull (in reference to a blade)","mò,défilé,viv,vivan,viv,vivan,mò lafen,mò swèf,tou mò",St. Lucia
"opp,to come,to become","vini,vin,chapé,alé,chapé,twapé kò,twouvé kò,ka vini,lòt,lòt,pwochen,pwochen",St. Lucia
"opp,to come unstuck, to come apart,opp,to rest on","dékolé,kolé,kolé",St. Lucia
"opp,to clarify, to make clear, to enlighten,enlightened,opp","ékléwé,klawifyé,boutèy nwè,inyowan,klawifyé,boutèy nwè,inyowan",St. Lucia
"opp,to board, to embark aboard,to load (something onto something),opp","batjé,chajé,débatjé,débatjé",St. Lucia
"opp,to block,opp,blocked,overcast","bawé,débawé,débawé,bouché",St. Lucia
"opp,to become larger (in reference to inanimate objects),opp,to enlarge","gwandi,mègwési,étwési,mègwési,ogoumanté",St. Lucia
"opp,to be contented, to be satisfied,satisfied, contented","kontanté,satisfè,satisfè,désatisfè,satisfè",St. Lucia
"opp,to ask,opp,to ask for","mandé,wéponn,wéponn,mandé mal,an foli,pwan mal",St. Lucia
"opp,to arrive, to reach,opp,to happen (to)","wivé,ivé,ouvé,kité,pati,kité,pati",St. Lucia
"opp,stupid, foolish,opp,fool, idiot","kouyon,bèt,kounoumounou,lèlè,sòt,savan,savan,sòt,kounoumounou,lèlè,palé kouyon,palé papicho",St. Lucia
"opp,strong,opp,intense,loudly","fò,fèb,fèb,piman fò,Tjébé fò",St. Lucia
"opp,still, yet,opp,always,opp","toujou,konstanman,tout lè,tout tan,janmen,pa ankò,janmen,konstanman,tout lè,tout tan",St. Lucia
"opp,shoelace,to lace,opp","lasé,lasé soulyé,délasé,lasé soulyé,délasé,lasé soulyé,lasé,lasé",St. Lucia
"opp,right,opp,straight,opp,right, righteous,right, directly,opp","dwèt,gòch,kochi,gòch,kochi,lanmen dwèt,lanmen gòch",St. Lucia
"opp,reef,at low tide,opp","bas,plen,plen",St. Lucia
"opp,pretty, beautiful,opp,nice, wonderful,serious, good (in an ironic sense)","bèl,joli,lèd,lèd,joli",St. Lucia
"opp,poor,opp,poor person,opp","maléwé,mal,pòv,alèz,byennéwé,éwé,ja fè'y,wich,wicha,wich,mal,pòv,wicha",St. Lucia
"opp,other,next","lòt,ka vini,pwochen,pasé,ka vini,pwochen,an lòt,lòt péyi",St. Lucia
"opp,opp","fas,an fas,fas a tè,vant anlè,fas anba,vant a tè,vant anba,fas anba,vant anlè,fas a tè,vant a tè,vant anba",St. Lucia
"opp,old,opp,bad,opp","vyé,gwan,mové,movèz,bon,jenn,nèf,nivo,jenn,nèf,gwan,bon,mové,Vyé Fò",St. Lucia
"opp,not any, none at all,opp,not at all","pyès,tout,tout,pyès koté",St. Lucia
"opp,next,opp,neighbour, fellow man","pwochen,pochen,pwochenn,ka vini,lòt,vwézinaj,pasé,pasé,ka vini,lòt,vwézinaj",St. Lucia
"opp,never,opp,ever","janmen,jenmen,toujou,tout tan,toujou,tout tan",St. Lucia
"opp,near,opp,near, nearby","pwé,opwé,lwen,lwen",St. Lucia
"opp,natural,sober, not drunk,opp,natural affection","natiwèl,sou,sou",St. Lucia
"opp,mature,ready to pick","matwité,avòté",St. Lucia
"opp,little, small,opp,young,opp","piti,ti,gwo,laj,gwan,gwo,laj,gwan,jenn,piti an piti,an mizi an mizi",St. Lucia
"opp,life,opp,some, an amount (of money),opp,opp","lavi,défini,lanmò,défini,lanmò,bon lavi,ti lavi,fanm vyé lavi,djanmèt,djanmèt,fanm konmen,fanm lawi,lavi Sodòm,ti lavi,bon lavi,vyé lavi,vis",St. Lucia
"opp,last,opp,all, every last one, every little bit,last","dènyé,tout,pwèmyé,pwèmyé,tout",St. Lucia
"opp,lady, woman,wife,opp,Mrs., Mistress (used with surname)","madanm,mawi,mawi,Man",St. Lucia
"opp,key,lock,to lock,opp,locked","laklé,séwi,délaklé,séwi,délaklé",St. Lucia
"opp,in, inside,opp,upon","an,adan,adan,andidan,andidan,dèwò,dèwò,andidan",St. Lucia
"opp,in, inside,opp,out of, from,opp","andidan,adan,adan,an,dèwò,dèwò,adan,an,adan,an,andidan-an,dèwò-a",St. Lucia
"opp,in, inside,opp,out of, from","adan,andidan,andidan,dèwò,dèwò,an,andidan,an,andidan",St. Lucia
"opp,in front of,opp,before, in the sight of, with respect to","douvan,dèyè,dèyè,pwan douvan",St. Lucia
"opp,hot,opp,lively,enthusiastic, ardent, zealous,drunk, tipsy,flirtatious,opp","cho,fwèt,fwèt,fè cho,fè fwèt",St. Lucia
"opp,heavy,opp,easy-going, laid back","lou,léjè,léjè,fè kakòl,fè kòlonng,kalandjé",St. Lucia
"opp,heat,conflict, pressure,beating,sexual drive, promiscuity","chalè,fwédi",St. Lucia
"opp,hard,opp,difficult,opp,strict,hard,to fill (one's belly),stupid, mentally challenged","wèd,difisil,ézé,fasil,mòl,mòl,ézé,fasil,difisil,tèt wèd,Tjébé wèd",St. Lucia
"opp,good,opp,good, okay, well","bon,bwital,méchan,modi,mové,séléwa,vyé,méchan,modi,mové,séléwa,vyé",St. Lucia
"opp,full,opp,high tide,opp,to fill","plen,bas,vid,vid,bas,an plen",St. Lucia
"opp,friend,opp,nationality,citizen","jan,kanmawad,lèlmi,lèlmi,kanmawad,fè jan",St. Lucia
"opp,fortunate, lucky,fortunately,opp","chansé,mal chans,mal chans",St. Lucia
"opp,flat,shallow,opp","plat,fon,fon",St. Lucia
"opp,female (in reference to animals),opp,female","fimèl,mal,mal",St. Lucia
"opp,dry,opp,to dry","sèk,mouyé,mouyé",St. Lucia
"opp,deep,opp,valley","fon,plat,plat,fè fon,Fon Asò",St. Lucia
"opp,day,opp,during the daytime,opp","lajouné,lannwit,lannwit,gwan lajouné,gwo lannwit,gwan jou,gwan midi",St. Lucia
"opp,day (with an emphasis on calendar, rotation of the earth, or seasons of the year),daylight, daytime,opp,opp,opp,dawn, daybreak,daybreak jump-up","jou,nwit,swè,swè,fè jou,fè nwè,fè nwè,gwan jou,gwo lannwit,gwan lajouné,gwan midi,jou ouvè",St. Lucia
"opp,cool,fresh,opp,refreshed,strong (in reference to smell),proud (in a negative sense), conceited","fwé,wasi,wasi,fè fwé,tou fwé",St. Lucia
"opp,cold,opp,quiet, silent,opp","fwèt,cho,cho,fè fwèt,fè cho",St. Lucia
"opp,clean,opp,completely","nèt,nètaman,pwòp,mal pwòp,sal,mal pwòp,sal,pwòp,konplètman,nètaman",St. Lucia
"opp,calm, tranquil,tame,opp,quiet,slowly","dous,bwital,fawouch,mawon,sovay,vit,fawouch,mawon,sovay",St. Lucia
"opp,brother,brother, in the sense of being a fellow Christian","fwè,sésé",St. Lucia
"opp,big, large,old,opp","gwan,gwo,vyé,piti,piti,jenn,vyé,gwan ouvè",St. Lucia
"opp,bent, crooked,opp,crooked, dishonest","kochi,dwèt,dwèt",St. Lucia
"opp,belly, stomach,heads; the open part of a seed or nut used in gambling,opp","bouden,pans,do,pans,do,bouden ka mennen",St. Lucia
"opp,behind,opp,after, in pursuit of","dèyè,douvan,douvan",St. Lucia
"opp,before (in the sense of time),opp,lest, or","avan,apwé,apwé",St. Lucia
"opp,back,tails; the rounded side of a split seed or nut used for gambling,opp","do,bouden,bouden,bay do,do lanmen,palaviwé",St. Lucia
"opp,anything, something,nothing,opp","anyen,on bagay,tout bagay,on bagay,tout bagay",St. Lucia
"opp,and,with,opp","épi,é,èp,èvèk,èvèk,san,èvèk,san,èvèk",St. Lucia
"opp,and,with","èvèk,èk,épi,épi,san,épi,épi",St. Lucia
"opp,all,opp,every,opp,opp,opp,always,opp,as long as","tout,dènyé,pyès,pyès,dènyé,pou tout tan,lavi diwant,tout bagay,anyen,anyen,tout lè,konstanman,toujou,toujou,tout tan,tout tan,tout moun,pyèsonn,tout tan,janmen,konstanman,toujou,tout lè,janmen,konstanman,toujou,tout lè,tout tan...pa,anba,èksèpté,èksèpté",St. Lucia
"opp,against,opp,about, because of","kont,an favè,an favè,kont chans",St. Lucia
"opp,after,opp,then","apwé,avan,avan,apwé sa",St. Lucia
opp,"élivé,byen élivé,mal onnèt,mal élivé,mal onnèt",St. Lucia
opp,"lapenn,an lapenn,an penn,djé,kontan,kontan,sonm,twis,fè lapenn",St. Lucia
opossum,mannikou,St. Lucia
opinion,"lopinyon,wipinyon",St. Lucia
"openly, publicly",alavidèy,St. Lucia
"open, exposing the neck",dékòlté,St. Lucia
"only, alone","tousèl,sèlman,yonn,yonn",St. Lucia
only,sèl,St. Lucia
onion,"lonyon,ti lonyon",St. Lucia
one who reveals another's personal business,sousè,St. Lucia
one who falls asleep easily,dòmèz,St. Lucia
one penny/two cents E.C.,go,St. Lucia
"one fourth, one quarter",katyé,St. Lucia
one cent,dé sou,St. Lucia
"on, upon, on top of, atop,off, off of, from,opp","anlè,asou,asou,asou,anlè-a la,anba-a la,fas anlè",St. Lucia
"on, on top of, atop, upon,off, off of, from,toward,about, concerning","asou,anlè,konsèné,anlè,anlè,konsèné",St. Lucia
on the way,anwout,St. Lucia
"on the contrary, however,as a matter of fact","okontwè,ankontwè,kanmenm,kanmenm",St. Lucia
"old age,opp","vyéyès,jennès,jennès,pititès",St. Lucia
okra,"gonbo,ganbo",St. Lucia
"okay, agreed,to agree","dakò,aji,aji",St. Lucia
oils taken as a purge several days after taking tisane,lòk,St. Lucia
"oil, ointment, liniment applied to the body by rubbing",fiksyon,St. Lucia
oil,lwil,St. Lucia
"often,opp","dwi,an chay di lè,souvan,wa",St. Lucia
"often,opp","souvan,an chay di lè,dwi,wa,ki souvan",St. Lucia
officer,ofisyé,St. Lucia
office,òfis,St. Lucia
offering,"latjèt,lofwann",St. Lucia
offering,"lofwann,latjèt",St. Lucia
offense,ofwans,St. Lucia
of,di,St. Lucia
"ocean, sea","lanmè,jan lanmè,nonm lanmè,péchè,nonm lanmè,jan lanmè,péchè",St. Lucia
"occupation, profession, trade,state, condition",léta,St. Lucia
"occasion, opportunity",lokazyon,St. Lucia
"obstacle, hindrance","jennman,bawad",St. Lucia
obligation,obligasyon,St. Lucia
"obedient,opp","ékoutan,obéyisan,dézobéyisan",St. Lucia
"obedient,opp","obéyisan,ékoutan,dézobéyisan",St. Lucia
"obedience,opp","obéyisans,dézobéyisans",St. Lucia
"obeah, witchcraft","zèb,tjenbwa,fè zèb",St. Lucia
"obeah, sorcery","tjenbwa,zèb,fè tjenbwa",St. Lucia
oats,lavwenn,St. Lucia
oath,sèman,St. Lucia
"oar, paddle",saviyon,St. Lucia
nutmeg,miskad,St. Lucia
nut,nwa,St. Lucia
nurse,nòs,St. Lucia
nun,"mèw,danm,danm",St. Lucia
number,limowo,St. Lucia
"numb, asleep",angoudi,St. Lucia
"now,nowadays, these days","atjwèlman,atjòlman,apwézan,jòdi jou,pou li pwézan,apwézan,atjwèlman sala,apwézan sala,apwézan sala",St. Lucia
"now, nowadays, currently, presently, these days","apwézan,abwézan,atjwèlman,atjwèlman,pou li pwézan,apwézan sala,atjwèlman sala",St. Lucia
nourishment,nouwiti,St. Lucia
"nothing, not a word","mwenk,ting",St. Lucia
"nothing, anything, at all","ting,mwenk",St. Lucia
not yet,p'òkò,St. Lucia
not,"pa,o pa",St. Lucia
"nosy, prying, unduly curious",tjiki,St. Lucia
nose,né,St. Lucia
noose used for catching animals,kabwiya,St. Lucia
"noon, midday,opp","midi,a midi,an midi,gwan midi,gwo lannwit,gwan jou,gwan lajouné",St. Lucia
"nonsense, foolishness,foolish person, fool","papicho,bétiz,kochonni,kouyontwi,maji,widitjil,wizib,bétiz,kouyontwi,maji,fè papicho,pwan sèvi papicho,palé papicho,palé bétiz,palé ennitil,palé kouyon,palé maji,pwan sèvi papicho,fè papicho,fiyonnen,ladjé chalbawi dèyè,motjé,pwan sèvi widitjil,pwan sèvi wizib",St. Lucia
"noise,quarreling, confusion, disorder","dézòd,dibwi,son,dibwi,son",St. Lucia
"noise, sound","son,dézòd,dézòd,dibwi",St. Lucia
noise,"dibwi,dézòd,dézòd,son",St. Lucia
"nobody, no one,opp","pyèsonn,pèsonn,tout moun",St. Lucia
"No! Oh no!,opp","awa,wi,wi",St. Lucia
"no,opp","non,wi",St. Lucia
"night,opp","nwit,jou,jouné",St. Lucia
niece,nyès,St. Lucia
nickname,"soudnon,ti non,ti non soud",St. Lucia
nice house,mézon,St. Lucia
"news,greeting",nouvèl,St. Lucia
"new,opp","nèf,nivo,vyé,vyé",St. Lucia
"new,opp","nivo,nèf,vyé",St. Lucia
New Year's Day,Joudlan,St. Lucia
nest,nich,St. Lucia
nerve,nèf,St. Lucia
nephew,nivé,St. Lucia
neighbour,"vwézinaj,vwazinaj,vwéjinaj,pwochen,pwochen",St. Lucia
Negro,"nèg,nèg mawon,nèg wonm,gògè,wonmyé,ti nèg,vyé nèg",St. Lucia
negligent,néglijan,St. Lucia
negligence,néglijans,St. Lucia
needle,zédjwi,St. Lucia
necktie,kwavat,St. Lucia
neck,kou,St. Lucia
necessary,"fo,sé fo,ni pou,oblijé,sé pou",St. Lucia
necessary,nésésè,St. Lucia
"nauseous, queasy, upset","malotjè,boulvèsé,boulvèsé",St. Lucia
nature,nati,St. Lucia
nation,"nasyon,péyi",St. Lucia
"nasty, dirty",salòp,St. Lucia
"narrow, tight",étwèt,St. Lucia
name,"non,bay non,lonmen,ti non,soudnon",St. Lucia
nail,"klou,klou jiwòf,jiwòf",St. Lucia
mystery,mistè,St. Lucia
My God!,"Bondous,Bondyé,Bondyé",St. Lucia
my dear,monchè,St. Lucia
muzzle,baboutjèt,St. Lucia
"must, must have, must be, may, may have, may be, might, might have, might be,ought, should","dwé,dwétèt,sipozé,oblijé,sipozé",St. Lucia
must,"oblijé,dwé",St. Lucia
musician,mizisyen,St. Lucia
music,"mizik,mizik kòd",St. Lucia
muscle,manm,St. Lucia
mumps,lagroup,St. Lucia
mule,milé,St. Lucia
mulatto,milat,St. Lucia
mud,labou,St. Lucia
much less,jijéwè,St. Lucia
"Mrs., Mistress, Madam (used with surname)","Man,madanm",St. Lucia
"Mr.,man,sir","misyé,nonm,nonm",St. Lucia
movie cinema,tiyéta,St. Lucia
movement,mouvman,St. Lucia
"mouth,to mouth, to move one's lips,to run one's mouth, to speak without anyone paying attention","bouch,bat bouch,bat djòl,bat djòl,bouch lonng",St. Lucia
